# t (s), T_Al (K), flux_Al (nm^-2.s^-1), z (nm), x
1.150375414303104975e+02,1.307418490934954889e+03,4.830639392027090140e-01,2.441002311263565971e+01,1.000000000000000000e+00
1.155377046539205423e+02,1.307272671119071447e+03,4.814986062942537837e-01,2.451097918648787299e+01,1.000000000000000000e+00
1.160378678775305872e+02,1.307126822903923767e+03,4.799376917130924736e-01,2.461189984579014123e+01,1.000000000000000000e+00
1.165380311011406320e+02,1.306980946670484173e+03,4.783811891204954869e-01,2.471278519057345946e+01,1.000000000000000000e+00
1.170381943247506769e+02,1.306835041800305362e+03,4.768290815317656195e-01,2.481363532060462163e+01,1.000000000000000000e+00
1.175383575483607217e+02,1.306689108336629261e+03,4.752813590674362931e-01,2.491445033534609266e+01,1.000000000000000000e+00
1.180385207719707665e+02,1.306543146026090881e+03,4.737380087295056108e-01,2.501523033400118479e+01,1.000000000000000000e+00
1.185386839955808114e+02,1.306397154530752687e+03,4.721990166806069311e-01,2.511597541546920809e+01,1.000000000000000000e+00
1.190388472191908562e+02,1.306251134006404072e+03,4.706643743258502322e-01,2.521668567839536479e+01,1.000000000000000000e+00
1.195390104428009010e+02,1.306105083689365529e+03,4.691340634491146244e-01,2.531736122112113208e+01,1.000000000000000000e+00
1.200391736664109459e+02,1.305959004189744974e+03,4.676080802784263191e-01,2.541800214173890993e+01,1.000000000000000000e+00
1.205393368900209907e+02,1.305812894272491803e+03,4.660864017950310245e-01,2.551860853803760065e+01,1.000000000000000000e+00
1.210395001136310356e+02,1.305666755048240248e+03,4.645690294723886504e-01,2.561918050756204579e+01,1.000000000000000000e+00
1.215396633372410804e+02,1.305520584763923807e+03,4.630559350629278592e-01,2.571971814755378460e+01,1.000000000000000000e+00
1.220398265608511252e+02,1.305374385077905345e+03,4.615471257100703939e-01,2.582022155501528360e+01,1.000000000000000000e+00
1.225399897844611701e+02,1.305228153671485188e+03,4.600425675095491940e-01,2.592069082664585977e+01,1.000000000000000000e+00
1.230401530080712149e+02,1.305081892613185119e+03,4.585422717985011554e-01,2.602112605888918750e+01,1.000000000000000000e+00
1.235403162316812740e+02,1.304935599527299246e+03,4.570462042936085933e-01,2.612152734792900688e+01,1.000000000000000000e+00
1.240404794552913188e+02,1.304789276247402768e+03,4.555543738743606519e-01,2.622189478966126686e+01,1.000000000000000000e+00
1.245406426789013636e+02,1.304642920888065873e+03,4.540667514657308890e-01,2.632222847975315361e+01,1.000000000000000000e+00
1.250408059025114085e+02,1.304496534661402620e+03,4.525833395842724927e-01,2.642252851357099175e+01,1.000000000000000000e+00
1.255409691261214533e+02,1.304350116335345547e+03,4.511041159585295057e-01,2.652279498625731691e+01,1.000000000000000000e+00
1.260411323497314982e+02,1.304203666449091088e+03,4.496290762984340716e-01,2.662302799265377118e+01,1.000000000000000000e+00
1.265412955733415430e+02,1.304057184475851727e+03,4.481582055768091322e-01,2.672322762738317081e+01,1.000000000000000000e+00
1.270414587969515878e+02,1.303910670229689231e+03,4.466914922545437427e-01,2.682339398476738523e+01,1.000000000000000000e+00
1.275416220205616327e+02,1.303764123941747584e+03,4.452289289878881839e-01,2.692352715891437853e+01,1.000000000000000000e+00
1.280417852441716775e+02,1.303617544648034482e+03,4.437704965481838459e-01,2.702362724363109336e+01,1.000000000000000000e+00
1.285419484677817366e+02,1.303470933390954769e+03,4.423161957120650412e-01,2.712369433251545203e+01,1.000000000000000000e+00
1.290421116913917672e+02,1.303324288374893285e+03,4.408659991233553899e-01,2.722372851886427014e+01,1.000000000000000000e+00
1.295422749150018262e+02,1.303177611505459481e+03,4.394199160934377235e-01,2.732372989576996503e+01,1.000000000000000000e+00
1.300424381386118569e+02,1.303030900107277603e+03,4.379779107630951129e-01,2.742369855602419904e+01,1.000000000000000000e+00
1.305426013622219159e+02,1.302884156536301589e+03,4.365399968363081196e-01,2.752363459216767438e+01,1.000000000000000000e+00
1.310427645858319465e+02,1.302737378568772783e+03,4.351061430802600771e-01,2.762353809654250369e+01,1.000000000000000000e+00
1.315429278094420056e+02,1.302590567654037613e+03,4.336763542614397449e-01,2.772340916119101095e+01,1.000000000000000000e+00
1.320430910330520362e+02,1.302443722509872259e+03,4.322506085084078520e-01,2.782324787796173027e+01,1.000000000000000000e+00
1.325432542566620953e+02,1.302296843622636516e+03,4.308289012106292781e-01,2.792305433840321882e+01,1.000000000000000000e+00
1.330434174802721259e+02,1.302149930708319062e+03,4.294112202927849453e-01,2.802282863387500100e+01,1.000000000000000000e+00
1.335435807038821849e+02,1.302002983233507166e+03,4.279975513330587233e-01,2.812257085543645729e+01,1.000000000000000000e+00
1.340437439274922156e+02,1.301856001969456656e+03,4.265878924814401896e-01,2.822228109396261786e+01,1.000000000000000000e+00
1.345439071511022746e+02,1.301708985305854412e+03,4.251822190764784071e-01,2.832195944002820553e+01,1.000000000000000000e+00
1.350440703747123052e+02,1.301561935126590242e+03,4.237805399164836229e-01,2.842160598402822558e+01,1.000000000000000000e+00
1.355442335983223643e+02,1.301414848687042877e+03,4.223828196784855660e-01,2.852122081605723025e+01,1.000000000000000000e+00
1.360443968219323949e+02,1.301267728454985217e+03,4.209890726789751736e-01,2.862080402597177908e+01,1.000000000000000000e+00
1.365445600455424540e+02,1.301120572252968259e+03,4.195992691579151779e-01,2.872035570345351729e+01,1.000000000000000000e+00
1.370447232691524846e+02,1.300973381397539924e+03,4.182134124699639632e-01,2.881987593788493740e+01,1.000000000000000000e+00
1.375448864927625436e+02,1.300826154908439548e+03,4.168314843063528619e-01,2.891936481847915275e+01,1.000000000000000000e+00
1.380450497163726027e+02,1.300678892878240958e+03,4.154534765101016713e-01,2.901882243414945250e+01,1.000000000000000000e+00
1.385452129399826333e+02,1.300531595587568518e+03,4.140793826797515842e-01,2.911824887364420889e+01,1.000000000000000000e+00
1.390453761635926924e+02,1.300384261845995297e+03,4.127091827366367593e-01,2.921764422541183492e+01,1.000000000000000000e+00
1.395455393872027230e+02,1.300236893254167626e+03,4.113428825901409569e-01,2.931700857774021785e+01,1.000000000000000000e+00
1.400457026108127820e+02,1.300089487279633204e+03,4.099804498389558183e-01,2.941634201861715425e+01,1.000000000000000000e+00
1.405458658344228127e+02,1.299942046339801436e+03,4.086218979237873916e-01,2.951564463581563658e+01,1.000000000000000000e+00
1.410460290580328717e+02,1.299794568188320454e+03,4.072671972504505744e-01,2.961491651692568894e+01,1.000000000000000000e+00
1.415461922816429023e+02,1.299647054266868508e+03,4.059163522147393177e-01,2.971415774925186071e+01,1.000000000000000000e+00
1.420463555052529614e+02,1.299499503611978980e+03,4.045693451404889229e-01,2.981336841994828646e+01,1.000000000000000000e+00
1.425465187288629920e+02,1.299351916225568857e+03,4.032261672468852032e-01,2.991254861586936187e+01,1.000000000000000000e+00
1.430466819524730511e+02,1.299204292621719333e+03,4.018868144065048109e-01,3.001169842372328844e+01,1.000000000000000000e+00
1.435468451760830817e+02,1.299056631302845744e+03,4.005512642816223545e-01,3.011081792991843642e+01,1.000000000000000000e+00
1.440470083996931407e+02,1.298908934209524659e+03,3.992195256690609373e-01,3.020990722070980894e+01,1.000000000000000000e+00
1.445471716233031714e+02,1.298761198617514992e+03,3.978915652968461059e-01,3.030896638207513050e+01,1.000000000000000000e+00
1.450473348469132304e+02,1.298613426924632222e+03,3.965673960376484009e-01,3.040799549976106064e+01,1.000000000000000000e+00
1.455474980705232610e+02,1.298465617320722913e+03,3.952469929792979952e-01,3.050699465937784893e+01,1.000000000000000000e+00
1.460476612941333201e+02,1.298317770601142456e+03,3.939303545914043525e-01,3.060596394623622629e+01,1.000000000000000000e+00
1.465478245177433791e+02,1.298169886596410834e+03,3.926174707169706179e-01,3.070490344551450690e+01,1.000000000000000000e+00
1.470479877413534098e+02,1.298021964439708654e+03,3.913083250694733284e-01,3.080381324209145433e+01,1.000000000000000000e+00
1.475481509649634688e+02,1.297874005661789624e+03,3.900029225916140097e-01,3.090269342071733760e+01,1.000000000000000000e+00
1.480483141885734995e+02,1.297726007674518996e+03,3.887012319012056460e-01,3.100154406584290001e+01,1.000000000000000000e+00
1.485484774121835585e+02,1.297577973010459573e+03,3.874032667411095310e-01,3.110036526171908378e+01,1.000000000000000000e+00
1.490486406357935891e+02,1.297429899573786997e+03,3.861090001987961817e-01,3.119915709244761715e+01,1.000000000000000000e+00
1.495488038594036482e+02,1.297281788523932846e+03,3.848184339239679730e-01,3.129791964184407860e+01,1.000000000000000000e+00
1.500489670830136788e+02,1.297133639440253319e+03,3.835315557500298400e-01,3.139665299360487793e+01,1.000000000000000000e+00
1.505491303066237379e+02,1.296985451654501958e+03,3.822483514287115525e-01,3.149535723112722607e+01,1.000000000000000000e+00
1.510492935302337685e+02,1.296837226611698270e+03,3.809688250111143426e-01,3.159403243769278902e+01,1.000000000000000000e+00
1.515494567538438275e+02,1.296688961757894049e+03,3.796929460470553908e-01,3.169267869628420442e+01,1.000000000000000000e+00
1.520496199774538582e+02,1.296540659642159881e+03,3.784207280821288433e-01,3.179129608969259024e+01,1.000000000000000000e+00
1.525497832010639172e+02,1.296392318225687632e+03,3.771521452286822340e-01,3.188988470056927937e+01,1.000000000000000000e+00
1.530499464246739478e+02,1.296243938579351607e+03,3.758871982990904526e-01,3.198844461128151906e+01,1.000000000000000000e+00
1.535501096482840069e+02,1.296095520485853285e+03,3.746258770742900701e-01,3.208697590409001776e+01,1.000000000000000000e+00
1.540502728718940375e+02,1.295947063022624434e+03,3.733681654059670119e-01,3.218547866095678245e+01,1.000000000000000000e+00
1.545504360955040966e+02,1.295798567945872946e+03,3.721140698444645456e-01,3.228395296373509638e+01,1.000000000000000000e+00
1.550505993191141272e+02,1.295650032455881728e+03,3.708635584715539446e-01,3.238239889399086024e+01,1.000000000000000000e+00
1.555507625427241862e+02,1.295501459169063764e+03,3.696166450613825871e-01,3.248081653308445738e+01,1.000000000000000000e+00
1.560509257663342453e+02,1.295352846400842054e+03,3.683733071987768115e-01,3.257920596227836540e+01,1.000000000000000000e+00
1.565510889899442759e+02,1.295204194665448313e+03,3.671335409678939121e-01,3.267756726253679034e+01,1.000000000000000000e+00
1.570512522135543350e+02,1.295055504417621023e+03,3.658973419180571174e-01,3.277590051472915889e+01,1.000000000000000000e+00
1.575514154371643656e+02,1.294906774014926214e+03,3.646646882104211951e-01,3.287420579942708088e+01,1.000000000000000000e+00
1.580515786607744246e+02,1.294758005601880768e+03,3.634355894279087673e-01,3.297248319706334740e+01,1.000000000000000000e+00
1.585517418843844553e+02,1.294609196836710453e+03,3.622100180531466207e-01,3.307073278786755566e+01,1.000000000000000000e+00
1.590519051079945143e+02,1.294460349465527770e+03,3.609879803329332781e-01,3.316895465182837910e+01,1.000000000000000000e+00
1.595520683316045449e+02,1.294311462789938787e+03,3.597694623715633200e-01,3.326714886884781919e+01,1.000000000000000000e+00
1.600522315552146040e+02,1.294162536292528557e+03,3.585544518323983687e-01,3.336531551853072841e+01,1.000000000000000000e+00
1.605523947788246346e+02,1.294013571574239222e+03,3.573429536456365629e-01,3.346345468039805127e+01,1.000000000000000000e+00
1.610525580024346937e+02,1.293864565803531150e+03,3.561349367119999165e-01,3.356156643367429382e+01,1.000000000000000000e+00
1.615527212260447243e+02,1.293715521744889884e+03,3.549304153880326052e-01,3.365965085739427565e+01,1.000000000000000000e+00
1.620528844496547833e+02,1.293566437760713598e+03,3.537293683530398636e-01,3.375770803051396030e+01,1.000000000000000000e+00
1.625530476732648140e+02,1.293417314246431488e+03,3.525317907667029904e-01,3.385573803169292262e+01,1.000000000000000000e+00
1.630532108968748730e+02,1.293268151968439497e+03,3.513376807262555412e-01,3.395374093951437544e+01,1.000000000000000000e+00
1.635533741204849036e+02,1.293118948905087564e+03,3.501470140502923600e-01,3.405171683226602397e+01,1.000000000000000000e+00
1.640535373440949627e+02,1.292969707432778932e+03,3.489598017049796996e-01,3.414966578808589048e+01,1.000000000000000000e+00
1.645537005677049933e+02,1.292820425590301056e+03,3.477760200878368679e-01,3.424758788496883710e+01,1.000000000000000000e+00
1.650538637913150524e+02,1.292671104468057592e+03,3.465956698900289346e-01,3.434548320065020022e+01,1.000000000000000000e+00
1.655540270149251114e+02,1.292521744215418266e+03,3.454187443027371685e-01,3.444335181279599567e+01,1.000000000000000000e+00
1.660541902385351420e+02,1.292372343405832453e+03,3.442452241560013393e-01,3.454119379877795382e+01,1.000000000000000000e+00
1.665543534621452011e+02,1.292222904133308930e+03,3.430751179565689202e-01,3.463900923584701985e+01,1.000000000000000000e+00
1.670545166857552317e+02,1.292073424227244459e+03,3.419084007826903027e-01,3.473679820106816862e+01,1.000000000000000000e+00
1.675546799093652908e+02,1.291923905251505403e+03,3.407450769498531762e-01,3.483456077127297590e+01,1.000000000000000000e+00
1.680548431329753214e+02,1.291774346959145305e+03,3.395851366096624968e-01,3.493229702323029784e+01,1.000000000000000000e+00
1.685550063565853804e+02,1.291624748301242789e+03,3.384285637604306785e-01,3.503000703341619726e+01,1.000000000000000000e+00
1.690551695801954111e+02,1.291475111196541548e+03,3.372753653503429150e-01,3.512769087820415592e+01,1.000000000000000000e+00
1.695553328038054701e+02,1.291325433380015056e+03,3.361255160629895156e-01,3.522534863375958736e+01,1.000000000000000000e+00
1.700554960274155007e+02,1.291175716666018843e+03,3.349790220050352652e-01,3.532298037603027296e+01,1.000000000000000000e+00
1.705556592510255598e+02,1.291025960632920032e+03,3.338358720777969690e-01,3.542058618090748467e+01,1.000000000000000000e+00
1.710558224746355904e+02,1.290876164391703696e+03,3.326960516856080630e-01,3.551816612399137796e+01,1.000000000000000000e+00
1.715559856982456495e+02,1.290726329793120158e+03,3.315595670792634841e-01,3.561572028078762031e+01,1.000000000000000000e+00
1.720561489218556801e+02,1.290576454592324581e+03,3.304263934268159009e-01,3.571324872659135252e+01,1.000000000000000000e+00
1.725563121454657391e+02,1.290426540632066008e+03,3.292965368831383133e-01,3.581075153648616549e+01,1.000000000000000000e+00
1.730564753690757698e+02,1.290276587536199258e+03,3.281699867952194150e-01,3.590822878550467578e+01,1.000000000000000000e+00
1.735566385926858288e+02,1.290126594360051286e+03,3.270467283081391341e-01,3.600568054839056487e+01,1.000000000000000000e+00
1.740568018162958879e+02,1.289976562992591425e+03,3.259267677887521253e-01,3.610310689979134224e+01,1.000000000000000000e+00
1.745569650399059185e+02,1.289826491322155334e+03,3.248100817152623221e-01,3.620050791416017688e+01,1.000000000000000000e+00
1.750571282635159776e+02,1.289676381001157324e+03,3.236966746538730844e-01,3.629788366573553304e+01,1.000000000000000000e+00
1.755572914871260082e+02,1.289526231915128392e+03,3.225865379839539804e-01,3.639523422870992420e+01,1.000000000000000000e+00
1.760574547107360672e+02,1.289376042852906721e+03,3.214796550389451557e-01,3.649255967698941561e+01,1.000000000000000000e+00
1.765576179343460979e+02,1.289225815845549505e+03,3.203760330595167294e-01,3.658986008437328508e+01,1.000000000000000000e+00
1.770577811579561569e+02,1.289075549024633119e+03,3.192756505983967430e-01,3.668713552449990090e+01,1.000000000000000000e+00
1.775579443815661875e+02,1.288925243639539985e+03,3.181785091180857616e-01,3.678438607078120981e+01,1.000000000000000000e+00
1.780581076051762466e+02,1.288774900046977109e+03,3.170846034920918877e-01,3.688161179658767708e+01,1.000000000000000000e+00
1.785582708287862772e+02,1.288624516565947488e+03,3.159939138183891494e-01,3.697881277500621877e+01,1.000000000000000000e+00
1.790584340523963363e+02,1.288474095469744043e+03,3.149064489056271343e-01,3.707598907899810570e+01,1.000000000000000000e+00
1.795585972760063669e+02,1.288323635238891029e+03,3.138221900763770167e-01,3.717314078141279765e+01,1.000000000000000000e+00
